name,street,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,tenure,built_year,no_of_units,area_size,price
stratum,elias road,condominium,2.0,2.0,18,east region,pasir ris,pasir ris west,1.37963530778824,103.943403375787,0,2016.0,380.0,883.0,990000.0
la fiesta,58 sengkang square ,condominium,5.0,4.0,19,north-east region,sengkang,sengkang town centre,1.3889370489849902,103.895081142496,0,2016.0,810.0,1421.0,2178000.0
mori,guillemard road,apartment,3.0,3.0,14,central region,geylang,aljunied,1.31131219787605,103.882972095616,1,2017.0,137.0,1184.0,2229700.0
sims urban oasis,sims drive,condominium,3.0,2.0,14,central region,geylang,aljunied,1.3191895872053898,103.881380824314,0,2017.0,1024.0,958.0,1813800.0
spottiswoode suites,spottiswoode park road,apartment,1.0,1.0,2,central region,bukit merah,everton park,1.27603511606189,103.837502046362,1,2017.0,183.0,452.0,1265000.0
midtown residences,1189 upper serangoon road ,apartment,3.0,2.0,19,north-east region,hougang,hougang central,1.37073588285709,103.895120805047,0,2016.0,160.0,721.0,1210000.0
the orchard residences,orchard boulevard,apartment,4.0,3.0,9,central region,orchard,boulevard,1.30383691559687,103.831707804361,0,2010.0,175.0,2850.0,10450000.0
eight riversuites,whampoa east,condominium,1.0,1.0,12,central region,kallang,bendemeer,1.3218204074661002,103.864744134712,0,2016.0,862.0,441.0,880000.0
26 newton,26 newton road singapore ,apartment,2.0,2.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,775.0,1935700.0
midtown residences,upper serangoon road,apartment,2.0,2.0,19,north-east region,hougang,hougang central,1.37073588285709,103.895120805047,0,2016.0,160.0,646.0,1015300.0
leedon green,36 leedon heights ,condominium,4.0,3.0,10,central region,bukit timah,farrer court,1.31235114369086,103.802863501015,1,1930.0,638.0,1496.0,4584800.0
tedge,changi road,apartment,4.0,2.0,14,east region,bedok,frankel,1.3180672677588998,103.908811491066,1,1960.0,42.0,1184.0,1998700.0
sky everton,50 everton road ,apartment,4.0,3.0,2,central region,bukit merah,everton park,1.27588976787545,103.83815170912202,1,1930.0,262.0,1346.0,4068900.0
rymden 77,lorong h telok kurau,apartment,3.0,2.0,15,east region,bedok,frankel,1.31671012798955,103.911427920628,1,1930.0,31.0,904.0,1778400.0
the lumos,9 leonie hill ,apartment,5.0,5.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,5929.0,14180100.0
the riverine by the park,398 kallang road ,apartment,2.0,2.0,12,central region,kallang,kampong bugis,1.3096380423428302,103.869220196792,1,2010.0,96.0,979.0,2178000.0
grange 1866,grange road,apartment,2.0,2.0,10,central region,river valley,one tree hill,1.2998826225442,103.828975333714,1,2013.0,60.0,710.0,2073500.0
the lilium,29 how sun road ,condominium,3.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34553420682452,103.880737418528,1,2021.0,80.0,1087.0,2382600.0
venezio,upper east coast road,apartment,3.0,2.0,16,east region,bedok,bayshore,1.3148123135852,103.942590382344,1,2006.0,40.0,1452.0,1980000.0
oue twin peaks,leonie hill road,condominium,1.0,1.0,9,central region,river valley,leonie hill,1.29916779999053,103.83342756799,0,2015.0,462.0,571.0,1837000.0
international plaza,anson road,apartment,3.0,2.0,2,central region,downtown core,tanjong pagar,1.27601222585222,103.845897843593,0,1976.0,210.0,1033.0,1628000.0
the gazania,how sun drive,condominium,3.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,1945.0,250.0,958.0,2213200.0
the lilium,how sun road,condominium,3.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34553420682452,103.880737418528,1,2021.0,80.0,710.0,1617000.0
coco palms,pasir ris grove,condominium,2.0,2.0,18,east region,pasir ris,pasir ris central,1.37150158736384,103.945323459304,0,2018.0,944.0,743.0,1193500.0
marina collection,13 cove drive ,condominium,4.0,5.0,4,central region,southern islands,sentosa,1.24297424636053,103.839164641252,0,2011.0,124.0,3789.0,7755000.0
eco,bedok south avenue 3,condominium,1.0,1.0,16,east region,bedok,bedok south,1.32424062857487,103.945166152749,0,2017.0,748.0,549.0,990000.0
the wisteria,yishun ring road,apartment,2.0,1.0,27,north region,yishun,yishun south,1.41844703579357,103.841112412447,0,2018.0,216.0,635.0,902000.0
the verandah residences,pasir panjang road,apartment,4.0,3.0,5,central region,queenstown,pasir panjang 1,1.27960678744377,103.785048203742,1,2021.0,170.0,1249.0,2530000.0
twin fountains,19a woodlands avenue 6 ,executive condominium,4.0,3.0,25,north region,woodlands,woodlands south,1.43129054542328,103.799161176826,0,2016.0,418.0,1152.0,1298000.0
one pearl bank,1 pearl bank ,apartment,3.0,2.0,3,central region,outram,pearl's hill,1.2829614865958898,103.839814598308,0,1930.0,774.0,1098.0,2841300.0
eastvale,35 pasir ris drive 3 ,condominium,3.0,3.0,18,east region,pasir ris,pasir ris drive,1.37395893406803,103.953739230242,0,1998.0,312.0,1281.0,1265000.0
cairnhill crest,cairnhill circle,condominium,1.0,1.0,9,central region,newton,cairnhill,1.30557829834877,103.838140768626,1,2004.0,248.0,818.0,1966800.0
shenton way,5 shenton way ,condominium,3.0,2.0,1,central region,downtown core,cecil,1.2774736076471398,103.849418557895,0,2017.0,1042.0,1356.0,3506800.0
draycott eight,draycott park,condominium,4.0,4.0,10,central region,newton,orange grove,1.31105604490125,103.832081056609,0,2005.0,136.0,2896.0,7734600.0
rochelle at newton,keng lee road,condominium,3.0,3.0,11,central region,novena,moulmein,1.31404425678498,103.841922909924,0,2012.0,129.0,1356.0,2750000.0
parc clematis,jalan lempeng,apartment,2.0,2.0,5,west region,clementi,faber,1.31710645052527,103.758947292195,0,1930.0,1468.0,689.0,1573000.0
northoaks,woodlands crescent,condominium,3.0,3.0,25,north region,woodlands,woodlands east,1.44487569593664,103.806025708484,0,2000.0,720.0,1216.0,1065900.0
thomson three,21 bright hill drive ,apartment,2.0,2.0,20,central region,bishan,upper thomson,1.35721570859393,103.830970608366,0,2016.0,445.0,732.0,1430000.0
marina one residences,23 marina way ,apartment,4.0,6.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,8708.0,28736400.0
kingsford waterbay,52 upper serangoon view ,apartment,3.0,2.0,19,north-east region,hougang,kangkar,1.37312894451682,103.902432457254,0,2018.0,1165.0,850.0,1254000.0
people's park complex,1 park road ,apartment,6.0,3.0,1,central region,outram,people's park,1.28404487854559,103.842590753293,0,1972.0,291.0,1603.0,1980000.0
the gazania,how sun drive,condominium,1.0,1.0,19,north-east region,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,1945.0,250.0,441.0,1092300.0
e maison,braddell road,apartment,1.0,1.0,13,north-east region,serangoon,lorong chuan,1.34328286670471,103.869217344339,1,2016.0,130.0,570.0,935000.0
reflections at keppel bay,17 keppel bay view ,condominium,4.0,5.0,4,central region,bukit merah,maritime square,1.26625830660217,103.810803288694,0,2011.0,1129.0,3800.0,7854000.0
urban vista,tanah merah kechil link,condominium,2.0,2.0,16,east region,bedok,bedok north,1.3276667701016,103.944745938969,0,2016.0,582.0,1044.0,1584000.0
the lumos,leonie hill,apartment,3.0,4.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,2593.0,6504300.0
parc mackenzie,mackenzie road,apartment,2.0,2.0,9,central region,rochor,mackenzie,1.3062554196251,103.847876483186,1,2009.0,42.0,904.0,1606000.0
neu at novena,27 moulmein rise ,apartment,4.0,4.0,11,central region,novena,moulmein,1.31961486592659,103.845969245127,1,1799.0,87.0,1302.0,3676200.0
textile centre,200 jalan sultan ,apartment,2.0,2.0,7,central region,kallang,crawford,1.30362436148674,103.861412914416,0,1977.0,132.0,888.0,978900.0
pasir ris 8,pasir ris drive 8,apartment,3.0,2.0,18,east region,pasir ris,pasir ris central,1.37350295229758,103.948184929877,0,1930.0,487.0,1023.0,1980000.0
jervois treasures,31 jervois road ,apartment,2.0,2.0,10,central region,tanglin,chatsworth,1.2928203312238302,103.823531934289,1,1930.0,36.0,893.0,2574900.0
marina one residences,marina way,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,710.0,1815000.0
corals at keppel bay,keppel bay drive,condominium,3.0,2.0,4,central region,bukit merah,maritime square,1.26489010829928,103.816454088109,0,2016.0,366.0,1313.0,2772000.0
the clement canopy,clementi avenue 1,apartment,2.0,2.0,5,west region,clementi,clementi woods,1.30733175591803,103.768479099284,0,2019.0,505.0,731.0,1353000.0
kingsford waterbay,80 upper serangoon view ,apartment,2.0,2.0,19,north-east region,hougang,kangkar,1.37578156689291,103.904196137886,0,2018.0,1165.0,689.0,1078000.0
marina one residences,marina way,apartment,1.0,1.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,732.0,1846500.0
urban vista,18 tanah merah kechil link ,condominium,2.0,1.0,16,east region,bedok,bedok north,1.32759682388458,103.944023485507,0,2016.0,582.0,560.0,935000.0
silversea,marine parade road,condominium,4.0,5.0,15,central region,marine parade,marine parade,1.29955807704199,103.901523915554,0,2014.0,383.0,2486.0,5720000.0
the gazania,how sun drive,condominium,2.0,1.0,19,north-east region,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,1945.0,250.0,624.0,1472900.0
the wisteria,590 yishun ring road ,apartment,4.0,2.0,27,north region,yishun,yishun south,1.41844703579357,103.841112412447,0,2018.0,216.0,969.0,1265000.0
archipelago,bedok reservoir road,condominium,2.0,2.0,16,east region,bedok,bedok reservoir,1.33753586880554,103.920651855815,0,2015.0,577.0,840.0,1122000.0
fourth avenue residences,2 fourth avenue ,apartment,5.0,3.0,10,central region,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,1930.0,476.0,1475.0,3920900.0
amber skye,amber road,apartment,4.0,4.0,15,central region,marine parade,marine parade,1.29962978981916,103.898114344383,1,2017.0,109.0,4101.0,8140000.0
eco sanctuary,chestnut avenue,condominium,2.0,2.0,23,west region,bukit panjang,bangkit,1.37120910726776,103.776854712827,0,2016.0,483.0,775.0,1284800.0
leedon green,26 leedon heights ,condominium,2.0,2.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,818.0,2246200.0
waterfront isle,738 bedok reservoir road ,condominium,1.0,1.0,16,east region,bedok,bedok reservoir,1.33752037877789,103.927820919654,0,2015.0,561.0,710.0,1056000.0
urban vista,tanah merah kechil link,condominium,3.0,2.0,16,east region,bedok,bedok north,1.3276667701016,103.944745938969,0,2016.0,582.0,979.0,1441000.0
twin waterfalls,122 punggol walk ,executive condominium,3.0,2.0,19,north-east region,punggol,matilda,1.40279622361046,103.897036918947,0,2015.0,728.0,1000.0,1210000.0
parc riviera,west coast vale,condominium,2.0,2.0,5,west region,clementi,west coast,1.32081769238494,103.752667309254,0,2019.0,752.0,710.0,1100000.0
turquoise,55 cove drive ,condominium,4.0,5.0,4,central region,southern islands,sentosa,1.24244074668808,103.836755078816,0,2010.0,91.0,2433.0,4586700.0
the line @ tanjong rhu,tanjong rhu road,condominium,2.0,1.0,15,central region,kallang,tanjong rhu,1.2984373006061298,103.884408021083,1,2016.0,130.0,570.0,1430000.0
10 evelyn,10 evelyn road ,apartment,1.0,1.0,11,central region,novena,moulmein,1.31615491830399,103.840533848314,1,2020.0,56.0,495.0,1382800.0
d'leedon,1 leedon heights ,condominium,2.0,2.0,10,central region,bukit timah,farrer court,1.3160902186364198,103.802300019532,0,2014.0,1715.0,1076.0,2178000.0
high park residences,25 high park residences ,apartment,4.0,3.0,28,north-east region,sengkang,fernvale,1.39689489483513,103.874650227755,0,2019.0,1390.0,1227.0,1815000.0
leonie towers,28 leonie hill ,apartment,4.0,4.0,9,central region,river valley,leonie hill,1.29715028260158,103.831958223359,1,1976.0,92.0,1582.0,4400000.0
marina one residences,23 marina way ,apartment,2.0,2.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1173.0,3236600.0
va residences,boon teck road,apartment,2.0,2.0,12,central region,novena,balestier,1.32672666436714,103.84968009627,1,2016.0,52.0,1690.0,2530000.0
sturdee residences,beatty road,condominium,5.0,3.0,8,central region,kallang,lavender,1.31291695250751,103.859047068258,0,2019.0,305.0,1399.0,3146000.0
tropical spring,23 simei street 4 ,condominium,3.0,2.0,18,east region,tampines,simei,1.3414531558858702,103.955676936598,0,2002.0,242.0,1065.0,1086800.0
forett@bukit timah,32 toh tuck road ,apartment,3.0,3.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,258.0,1033.0,2319900.0
pebble bay,tanjong rhu road,condominium,4.0,4.0,15,central region,kallang,tanjong rhu,1.29757037590242,103.872271395271,0,1997.0,510.0,2336.0,3872000.0
sims urban oasis,sims drive,condominium,3.0,2.0,14,central region,geylang,aljunied,1.3191895872053898,103.881380824314,0,2017.0,1024.0,958.0,1781800.0
brookvale drive,brookvale drive,condominium,3.0,2.0,21,west region,clementi,sunset way,1.33102936528877,103.767519926051,0,1930.0,660.0,861.0,1816100.0
marina one residences,23 marina way ,apartment,3.0,3.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1593.0,4761900.0
laurel tree,hillview terrace,apartment,1.0,1.0,23,west region,bukit batok,guilin,1.35297897768631,103.758272812318,1,2015.0,70.0,807.0,1089000.0
reflections at keppel bay,keppel bay view,condominium,5.0,5.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,3283.0,9680000.0
boathouse residences,upper serangoon view,condominium,4.0,3.0,19,north-east region,hougang,kangkar,1.3757753187913502,103.902561278398,0,2015.0,493.0,1732.0,2035000.0
bartley vue,jalan bunga rampai,apartment,3.0,3.0,19,central region,toa payoh,joo seng,1.34036185896759,103.883846444139,0,2015.0,115.0,1066.0,2062500.0
the lilium,29 how sun road ,condominium,4.0,4.0,19,north-east region,serangoon,upper paya lebar,1.34553420682452,103.880737418528,1,2021.0,80.0,1291.0,2670800.0
treasure at tampines,tampines lane,condominium,4.0,2.0,18,east region,tampines,tampines east,1.34503342838494,103.946749425598,0,1930.0,2203.0,1270.0,2011900.0
sturdee view,60 sturdee road north ,apartment,4.0,2.0,8,central region,kallang,lavender,1.31380286104726,103.857763875638,1,1999.0,24.0,1475.0,1870000.0
treasure at tampines,tampines lane,condominium,4.0,2.0,18,east region,tampines,tampines east,1.34503342838494,103.946749425598,0,1930.0,2203.0,1238.0,2109800.0
the gazania,how sun drive,condominium,2.0,1.0,19,north-east region,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,1945.0,250.0,624.0,1472900.0
affinity at serangoon,18 serangoon north avenue 1 ,apartment,3.0,3.0,19,north-east region,serangoon,serangoon garden,1.36565982088201,103.873224518821,0,2015.0,1052.0,1152.0,1758900.0
skyline @ orchard boulevard,angullia park,apartment,4.0,4.0,9,central region,river valley,one tree hill,1.30315428073007,103.829577548446,1,2015.0,40.0,3100.0,12958100.0
parc komo,upper changi road north,apartment,3.0,2.0,17,east region,pasir ris,flora drive,1.36106278251276,103.969953491394,1,1930.0,276.0,969.0,1692900.0
tampines street 11,tampines street 11,condominium,5.0,4.0,18,east region,tampines,tampines east,1.3453195492621202,103.945384662025,0,2014.0,679.0,1711.0,2706000.0
the watergardens at canberra,33 canberra drive ,apartment,2.0,2.0,27,north region,sembawang,sembawang springs,1.43976651464979,103.828328677253,0,1930.0,448.0,872.0,1300200.0
irwell hill residences,2 irwell hill ,apartment,5.0,6.0,9,central region,river valley,leonie hill,1.2972590729906102,103.831023686317,0,1976.0,540.0,2605.0,11316800.0
faber crest,50a faber heights ,condominium,4.0,4.0,5,west region,clementi,faber,1.32357072236801,103.756665606511,0,2001.0,360.0,1689.0,1925000.0
royalgreen,anamalai avenue,condominium,2.0,2.0,10,central region,bukit timah,holland road,1.33161839267294,103.794252400987,1,2021.0,285.0,721.0,2143500.0
parc riviera,103 west coast vale ,condominium,4.0,3.0,5,west region,clementi,west coast,1.3206143005536102,103.75329091331498,0,2019.0,752.0,990.0,1595000.0
the minton,12c hougang street 11 ,condominium,4.0,3.0,19,north-east region,hougang,lorong ah soo,1.35286278222128,103.881483193036,0,2013.0,1145.0,1216.0,1650000.0
hillview garden estate,8 lorong kemunchup ,apartment,5.0,4.0,23,west region,bukit batok,hillview,1.36052445229494,103.761186380296,1,1997.0,4.0,3303.0,4950000.0
boulevard 88,orchard boulevard,apartment,3.0,4.0,10,central region,orchard,tanglin,1.3049543207656202,103.827627471264,1,2010.0,154.0,1776.0,6600000.0
fyve derbyshire,derbyshire road,apartment,2.0,1.0,11,central region,novena,moulmein,1.3162773675544,103.845724040655,1,2021.0,71.0,592.0,1540000.0
bartley vue,6 jalan bunga rampai ,apartment,2.0,2.0,19,central region,toa payoh,joo seng,1.34036185896759,103.883846444139,0,2015.0,115.0,731.0,1477300.0
viva vista,3 south buona vista road ,apartment,2.0,2.0,5,central region,queenstown,pasir panjang 1,1.27980322314972,103.78590960328,1,2014.0,144.0,775.0,1097800.0
the lumos,9 leonie hill ,apartment,3.0,3.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,1754.0,4284500.0
